id,prediction,probability
14087,0,0.198
14088,0,0.306
14089,0,0.3196
14090,0,0.5932
14091,0,0.1673
14092,0,0.7571
14093,0,0.6077
14094,0,0.453
14095,0,0.1965
14096,0,0.2982
14097,0,0.862
14098,0,0.0714
14099,0,0.1767
14100,0,0.2035
14101,0,0.2183
14102,0,0.0874
14103,0,0.0
14104,0,0.1806
14105,0,0.1771
14106,0,0.3575
14107,0,0.4198
14108,0,0.5085
14109,0,0.0958
14110,0,0.3292
14111,0,0.1818
14112,0,0.131
14113,0,0.5811
14114,0,0.2962
14115,0,0.69
14116,0,0.2632
14117,0,0.2437
14118,0,0.366
14119,0,0.2406
14120,0,0.29
14121,0,0.5763
14122,0,0.1635
14123,0,0.8394
14124,0,0.2727
14125,0,0.2835
14126,0,0.2595
14127,0,0.0788
14128,0,0.3481
14129,0,0.2813
14130,0,0.2939
14131,0,0.2962
14132,0,0.2978
14133,0,0.082
14134,0,0.2142
14135,0,0.5273
14136,0,0.1359
14137,0,0.3679
14138,0,0.343
14139,0,0.5481
14140,0,0.6734
14141,0,0.313
14142,0,0.4126
14143,0,0.0324
14144,0,0.4439
14145,0,0.2523
14146,0,0.3028
14147,0,0.2266
14148,0,0.8001
14149,0,0.6525
14150,0,0.0354
14151,0,0.5111
14152,0,0.3937
14153,0,0.1756
14154,0,0.6951
14155,0,0.3927
14156,0,0.383
14157,0,0.4453
14158,0,0.6166
14159,0,0.2839
14160,0,0.2166
14161,0,0.288
14162,0,0.3736
14163,0,0.5592
14164,0,0.1947
14165,0,0.2123
14166,0,0.2978
14167,0,0.4696
14168,0,0.4634
14169,0,0.2461
14170,0,0.1219
14171,0,0.4931
14172,0,0.2528
14173,0,0.1214
14174,0,0.5271
14175,0,0.1068
14176,0,0.2065
14177,0,0.453
14178,0,0.3636
14179,0,0.6368
14180,0,0.0156
14181,0,0.5217
14182,0,0.1793
14183,0,0.4454
14184,0,0.0768
14185,0,0.3998
14186,0,0.5023
14187,0,0.2453
14188,0,0.3394
14189,0,0.1832
14190,0,0.1258
14191,0,0.6186
14192,0,0.0256
14193,0,0.4094
14194,0,0.4425
14195,0,0.2294
14196,0,0.3563
14197,0,0.0503
14198,0,0.3918
14199,0,0.517
14200,0,0.3283
14201,0,0.5578
14202,0,0.1127
14203,0,0.2549
14204,0,0.674
14205,0,0.3217
14206,0,0.5347
14207,0,0.3713
14208,0,0.0677
14209,0,0.156
14210,0,0.3372
14211,0,0.2717
14212,0,0.3292
14213,0,0.0417
14214,0,0.4964
14215,0,0.0783
14216,0,0.3729
14217,0,0.0592
14218,0,0.2628
14219,0,0.4926
14220,0,0.0297
14221,0,0.2866
14222,0,0.2559
14223,0,0.2899
14224,0,0.077
14225,0,0.5888
14226,0,0.0
14227,0,0.0872
14228,0,0.2152
14229,0,0.0937
14230,0,0.2221
14231,0,0.0
14232,0,0.5359
14233,0,0.4921
14234,0,0.3767
14235,0,0.6145
14236,0,0.5915
14237,0,0.7983
14238,0,0.5626
14239,0,0.3716
14240,0,0.4974
14241,0,0.1775
14242,0,0.1446
14243,0,0.0049
14244,0,0.7254
14245,0,0.3792
14246,0,0.5814
14247,0,0.1128
14248,0,0.2345
14249,0,0.0619
14250,0,0.4214
14251,0,0.4558
14252,0,0.1821
14253,0,0.2707
14254,0,0.0131
14255,0,0.1423
14256,0,0.4338
14257,0,0.394
14258,0,0.3624
14259,0,0.078
14260,0,0.3645
14261,0,0.7999
14262,0,0.2606
14263,0,0.0996
14264,0,0.0783
14265,0,0.1994
14266,0,0.0719
14267,0,0.0753
14268,0,0.1929
14269,0,0.3511
14270,0,0.0803
14271,0,0.2826
14272,0,0.7681
14273,0,0.3592
14274,0,0.1504
14275,0,0.6393
14276,0,0.3201
14277,0,0.2309
14278,0,0.1221
14279,0,0.4611
14280,0,0.2208
14281,0,0.1362
14282,0,0.7541
14283,0,0.456
14284,0,0.4349
14285,0,0.813
14286,0,0.6559
14287,0,0.3082
14288,0,0.5407
14289,0,0.4929
14290,0,0.1179
14291,0,0.4378
14292,0,0.0
14293,0,0.3197
14294,0,0.1882
14295,0,0.5492
14296,0,0.2073
14297,0,0.2191
14298,0,0.3612
14299,0,0.1922
14300,0,0.2313
14301,0,0.1317
14302,0,0.1267
14303,0,0.0
14304,0,0.4454
14305,0,0.2615
14306,0,0.5121
14307,0,0.7556
14308,0,0.5811
14309,0,0.6995
14310,0,0.0256
14311,0,0.4802
14312,0,0.2198
14313,0,0.2187
14314,0,0.4393
14315,0,0.2669
14316,0,0.1854
14317,0,0.7564
14318,0,0.2492
14319,0,0.5055
14320,0,0.28
14321,0,0.1612
14322,0,0.0746
14323,0,0.2556
14324,0,0.407
14325,0,0.1902
14326,0,0.2034
14327,0,0.1283
14328,0,0.4083
14329,0,0.4474
14330,0,0.3147
14331,0,0.1827
14332,0,0.2818
14333,0,0.426
14334,0,0.5024
14335,0,0.2349
14336,0,0.245
14337,0,0.3109
14338,0,0.473
14339,0,0.2063
14340,0,0.0801
14341,0,0.1287
14342,0,0.5551
14343,0,0.0906
14344,0,0.1619
14345,0,0.6158
14346,0,0.5123
14347,0,0.5023
14348,0,0.1631
14349,0,0.5029
14350,0,0.4056
14351,0,0.5409
14352,0,0.7714
14353,0,0.0778
14354,0,0.528
14355,0,0.3528
14356,0,0.1736
14357,0,0.2832
14358,0,0.5567
14359,0,0.1455
14360,0,0.5841
14361,0,0.3093
14362,0,0.266
14363,0,0.2494
14364,0,0.5171
14365,0,0.1216
14366,0,0.2203
14367,0,0.0
14368,0,0.6473
14369,0,0.1386
14370,0,0.2355
14371,0,0.084
14372,0,0.224
14373,0,0.822
14374,0,0.132
14375,0,0.6545
14376,0,0.2735
14377,0,0.1252
14378,0,0.4284
14379,0,0.2161
14380,0,0.3552
14381,0,0.1176
14382,0,0.1762
14383,0,0.6307
14384,0,0.0
14385,0,0.095
14386,0,0.2563
14387,0,0.1564
14388,0,0.5534
14389,0,0.7467
14390,0,0.2522
14391,0,0.5261
14392,0,0.0943
14393,0,0.2258
14394,0,0.4763
14395,0,0.7567
14396,0,0.3216
14397,0,0.1962
14398,0,0.3177
14399,0,0.3891
14400,0,0.2256
14401,0,0.2641
14402,0,0.5254
14403,0,0.2833
14404,0,0.2621
14405,0,0.3848
14406,0,0.2695
14407,0,0.213
14408,0,0.4485
14409,0,0.8434
14410,0,0.4057
14411,0,0.2912
14412,0,0.0544
14413,0,0.1998
14414,0,0.3389
14415,0,0.5755
14416,0,0.2872
14417,0,0.0059
14418,0,0.182
14419,0,0.4299
14420,0,0.366
14421,0,0.1803
14422,0,0.1856
14423,0,0.3563
14424,0,0.2293
14425,0,0.3085
14426,0,0.4146
14427,0,0.2069
14428,0,0.2796
14429,0,0.2732
14430,0,0.7024
14431,0,0.3657
14432,0,0.1396
14433,0,0.3658
14434,0,0.4666
14435,0,0.4991
14436,0,0.3052
14437,0,0.1768
14438,0,0.3419
14439,0,0.1603
14440,0,0.1799
14441,0,0.1601
14442,0,0.4706
14443,0,0.2824
14444,0,0.0735
14445,0,0.4424
14446,0,0.4907
14447,0,0.2215
14448,0,0.1838
14449,0,0.3182
14450,0,0.3108
14451,0,0.1093
14452,0,0.8373
14453,0,0.7207
14454,0,0.3036
14455,0,0.1086
14456,0,0.4705
14457,0,0.3213
14458,0,0.4138
14459,0,0.2027
14460,0,0.0917
14461,0,0.095
14462,0,0.6887
14463,0,0.3229
14464,0,0.1316
14465,0,0.2464
14466,0,0.3327
14467,0,0.1922
14468,0,0.3126
14469,0,0.0985
14470,0,0.6984
14471,0,0.3117
14472,0,0.364
14473,0,0.2686
14474,0,0.2952
14475,0,0.4023
14476,0,0.158
14477,0,0.3573
14478,0,0.0399
14479,0,0.3416
14480,0,0.0402
14481,0,0.31
14482,0,0.154
14483,0,0.448
14484,0,0.1441
14485,0,0.2554
14486,0,0.2436
14487,0,0.2046
14488,0,0.2489
14489,0,0.3107
14490,0,0.3894
14491,0,0.0914
14492,0,0.2741
14493,0,0.724
14494,0,0.3022
14495,0,0.3809
14496,0,0.43
14497,0,0.3974
14498,0,0.2176
14499,0,0.0
14500,0,0.36
14501,0,0.0743
14502,0,0.0243
14503,0,0.2618
14504,0,0.3638
14505,0,0.1774
14506,0,0.2252
14507,0,0.7543
14508,0,0.1478
14509,0,0.1369
14510,0,0.4048
14511,0,0.3557
14512,0,0.0401
14513,0,0.7993
14514,0,0.2826
14515,0,0.2305
14516,0,0.6325
14517,0,0.3296
14518,0,0.6975
14519,0,0.4802
14520,0,0.3112
14521,0,0.0456
14522,0,0.35
14523,0,0.2541
14524,0,0.2529
14525,0,0.3916
14526,0,0.339
14527,0,0.419
14528,0,0.4312
14529,0,0.0576
14530,0,0.2891
14531,0,0.244
14532,0,0.2581
14533,0,0.3349
14534,0,0.0949
14535,0,0.4789
14536,0,0.2254
14537,0,0.615
14538,0,0.3694
14539,0,0.2486
14540,0,0.4737
14541,0,0.0
14542,0,0.3238
14543,0,0.343
14544,0,0.3758
14545,0,0.2509
14546,0,0.8541
14547,0,0.3432
14548,0,0.5902
14549,0,0.1538
14550,0,0.1559
14551,0,0.0122
14552,0,0.1182
14553,0,0.3146
14554,0,0.4265
14555,0,0.3458
14556,0,0.334
14557,0,0.2682
14558,0,0.4865
14559,0,0.1074
14560,0,0.3779
14561,0,0.0495
14562,0,0.2313
14563,0,0.3313
14564,0,0.1127
14565,0,0.4895
14566,0,0.1805
14567,0,0.1699
14568,0,0.2179
14569,0,0.0818
14570,0,0.3334
14571,0,0.1208
14572,0,0.598
14573,0,0.2906
14574,0,0.0296
14575,0,0.5454
14576,0,0.1321
14577,0,0.4937
14578,0,0.128
14579,0,0.1206
14580,0,0.4496
14581,0,0.1887
14582,0,0.5169
14583,0,0.2415
14584,0,0.0536
14585,0,0.4595
14586,0,0.3925
14587,0,0.5172
14588,0,0.3219
14589,0,0.4981
14590,0,0.0403
14591,0,0.5168
14592,0,0.5649
14593,0,0.0797
14594,0,0.5386
14595,0,0.3201
14596,0,0.2357
14597,0,0.3832
14598,0,0.0479
14599,0,0.082
14600,0,0.3677
14601,0,0.5281
14602,0,0.6966
14603,0,0.3394
14604,0,0.2054
14605,0,0.0255
14606,0,0.3247
14607,0,0.5197
14608,0,0.6218
14609,0,0.6364
14610,0,0.5474
14611,0,0.2944
14612,0,0.2695
14613,0,0.0
14614,0,0.5064
14615,0,0.1788
14616,0,0.456
14617,0,0.4671
14618,0,0.8139
14619,0,0.4551
14620,0,0.161
14621,0,0.2714
14622,0,0.3554
14623,0,0.5454
14624,0,0.3914
14625,0,0.185
14626,0,0.4785
14627,0,0.4026
14628,0,0.576
14629,0,0.0
14630,0,0.4616
14631,0,0.3929
14632,0,0.157
14633,0,0.0107
14634,0,0.5757
14635,0,0.4253
14636,0,0.6004
14637,0,0.5708
14638,0,0.5271
14639,0,0.0
14640,0,0.6071
14641,0,0.3792
14642,0,0.1148
14643,0,0.0
14644,0,0.0823
14645,0,0.4008
14646,0,0.1742
14647,0,0.7256
14648,0,0.2833
14649,0,0.1819
14650,0,0.2048
14651,0,0.5485
14652,0,0.4723
14653,0,0.107
14654,0,0.3172
14655,0,0.1656
14656,0,0.1273
14657,0,0.3649
14658,0,0.0809
14659,0,0.0
14660,0,0.0
14661,0,0.0735
14662,0,0.1986
14663,0,0.5416
14664,0,0.1356
14665,0,0.1544
14666,0,0.1562
14667,0,0.8042
14668,0,0.0955
14669,0,0.6162
14670,0,0.2153
14671,0,0.5278
14672,0,0.2132
14673,0,0.4409
14674,0,0.566
14675,0,0.5385
14676,0,0.2282
14677,0,0.2617
14678,0,0.1465
14679,0,0.271
14680,0,0.4303
14681,0,0.4677
14682,0,0.1218
14683,0,0.6677
14684,0,0.0
14685,0,0.0
14686,0,0.4403
14687,0,0.7389
14688,0,0.1391
14689,0,0.4915
14690,0,0.4831
14691,0,0.2902
14692,0,0.3212
14693,0,0.6362
14694,0,0.0
14695,0,0.1727
14696,0,0.3886
14697,0,0.0528
14698,0,0.2797
14699,0,0.1126
14700,0,0.0218
14701,0,0.0176
14702,0,0.2989
14703,0,0.1633
14704,0,0.6363
14705,0,0.4476
14706,0,0.6245
14707,0,0.8004
14708,0,0.1526
14709,0,0.6489
14710,0,0.0606
14711,0,0.0963
14712,0,0.2711
14713,0,0.087
14714,0,0.4457
14715,0,0.3417
14716,0,0.4322
14717,0,0.1862
14718,0,0.3429
14719,0,0.3727
14720,0,0.5566
14721,0,0.064
14722,0,0.1174
14723,0,0.2825
14724,0,0.169
14725,0,0.0518
14726,0,0.3636
14727,0,0.6997
14728,0,0.5305
14729,0,0.577
14730,0,0.1216
14731,0,0.0
14732,0,0.1872
14733,0,0.4057
14734,0,0.2663
14735,0,0.4916
14736,0,0.4366
14737,0,0.3965
14738,0,0.0128
14739,0,0.0314
14740,0,0.3036
14741,0,0.5049
14742,0,0.3554
14743,0,0.5268
14744,0,0.7508
14745,0,0.4241
14746,0,0.4577
14747,0,0.1655
14748,0,0.1708
14749,0,0.2963
14750,0,0.4786
14751,0,0.4454
14752,0,0.3771
14753,0,0.4642
14754,0,0.2746
14755,0,0.4504
14756,0,0.2627
14757,0,0.3137
14758,0,0.3979
14759,0,0.576
14760,0,0.1451
14761,0,0.0
14762,0,0.3557
14763,0,0.2201
14764,0,0.4942
14765,0,0.1908
14766,0,0.2113
14767,0,0.4005
14768,0,0.198
14769,0,0.1816
14770,0,0.5424
14771,0,0.6385
14772,0,0.3694
14773,0,0.7532
14774,0,0.8146
14775,0,0.1803
14776,0,0.1604
14777,0,0.1538
14778,0,0.0711
14779,0,0.0
14780,0,0.7022
14781,0,0.1798
14782,0,0.4598
14783,0,0.592
14784,0,0.2271
14785,0,0.3053
14786,0,0.1331
14787,0,0.5976
14788,0,0.0553
14789,0,0.3595
14790,0,0.2603
14791,0,0.243
14792,0,0.0493
14793,0,0.298
14794,0,0.6259
14795,0,0.6955
14796,0,0.4123
14797,0,0.1141
14798,0,0.3596
14799,0,0.3346
14800,0,0.2818
14801,0,0.213
14802,0,0.4185
14803,0,0.2864
14804,0,0.5325
14805,0,0.1846
14806,0,0.4777
14807,0,0.2605
14808,0,0.2926
14809,0,0.1373
14810,0,0.0593
14811,0,0.0
14812,0,0.2465
14813,0,0.4031
14814,0,0.0
14815,0,0.1479
14816,0,0.1187
14817,0,0.517
14818,0,0.5097
14819,0,0.5884
14820,0,0.3007
14821,0,0.5164
14822,0,0.1436
14823,0,0.6873
14824,0,0.0562
14825,0,0.0419
14826,0,0.3641
14827,0,0.136
14828,0,0.2146
14829,0,0.0165
14830,0,0.2258
14831,0,0.4453
14832,0,0.1187
14833,0,0.6345
14834,0,0.0918
14835,0,0.2225
14836,0,0.3319
14837,0,0.1684
14838,0,0.5239
14839,0,0.1837
14840,0,0.2342
14841,0,0.407
14842,0,0.0
14843,0,0.2829
14844,0,0.217
14845,0,0.1036
14846,0,0.2456
14847,0,0.4124
14848,0,0.1994
14849,0,0.1004
14850,0,0.6076
14851,0,0.1956
14852,0,0.0
14853,0,0.5838
14854,0,0.128
14855,0,0.0551
14856,0,0.4491
14857,0,0.0473
14858,0,0.3174
14859,0,0.185
14860,0,0.0863
14861,0,0.0
14862,0,0.1454
14863,0,0.1226
14864,0,0.2689
14865,0,0.4043
14866,0,0.2344
14867,0,0.0256
14868,0,0.3668
14869,0,0.4884
14870,0,0.389
14871,0,0.0998
14872,0,0.0
14873,0,0.8241
14874,0,0.1216
14875,0,0.6933
14876,0,0.3734
14877,0,0.3645
14878,0,0.4662
14879,0,0.4336
14880,0,0.151
14881,0,0.2602
14882,0,0.1404
14883,0,0.5628
14884,0,0.2455
14885,0,0.7312
14886,0,0.1948
14887,0,0.1162
14888,0,0.21
14889,0,0.0793
14890,0,0.259
14891,0,0.2982
14892,0,0.473
14893,0,0.362
14894,0,0.3619
14895,0,0.1813
14896,0,0.6995
14897,0,0.0381
14898,0,0.0819
14899,0,0.6309
14900,0,0.4688
14901,0,0.4848
14902,0,0.2996
14903,0,0.3324
14904,0,0.0126
14905,0,0.2603
14906,0,0.3553
14907,0,0.5086
14908,0,0.4087
14909,0,0.243
14910,0,0.1229
14911,0,0.6698
14912,0,0.1658
14913,0,0.2613
14914,0,0.1392
14915,0,0.1789
14916,0,0.1317
14917,0,0.2523
14918,0,0.1817
14919,0,0.4093
14920,0,0.3575
14921,0,0.0
14922,0,0.5885
14923,0,0.2264
14924,0,0.135
14925,0,0.4901
14926,0,0.3222
14927,0,0.5898
14928,0,0.4688
14929,0,0.3426
14930,0,0.1973
14931,0,0.2416
14932,0,0.3406
14933,0,0.1592
14934,0,0.2987
14935,0,0.6054
14936,0,0.2514
14937,0,0.2302
14938,0,0.4914
14939,0,0.215
14940,0,0.3705
14941,0,0.2053
14942,0,0.06
14943,0,0.3892
14944,0,0.3305
14945,0,0.1202
14946,0,0.5272
14947,0,0.485
14948,0,0.3337
14949,0,0.3653
14950,0,0.174
14951,0,0.3811
14952,0,0.551
14953,0,0.3051
14954,0,0.0124
14955,0,0.3164
14956,0,0.156
14957,0,0.0502
14958,0,0.3292
14959,0,0.026
14960,0,0.2816
14961,0,0.3111
14962,0,0.3176
14963,0,0.4286
14964,0,0.2815
14965,0,0.0
14966,0,0.0
14967,0,0.5017
14968,0,0.0823
14969,0,0.2214
14970,0,0.6156
14971,0,0.3196
14972,0,0.4426
14973,0,0.3507
14974,0,0.0176
14975,0,0.155
14976,0,0.1541
14977,0,0.3922
14978,0,0.1558
14979,0,0.208
14980,0,0.2775
14981,0,0.1207
14982,0,0.0
14983,0,0.6416
14984,0,0.3438
14985,0,0.3399
14986,0,0.1303
14987,0,0.3772
14988,0,0.4591
14989,0,0.2426
14990,0,0.7167
14991,0,0.0828
14992,0,0.451
14993,0,0.4398
14994,0,0.2251
14995,0,0.2541
14996,0,0.0
14997,0,0.6641
14998,0,0.4518
14999,0,0.3623
15000,0,0.589
15001,0,0.3266
15002,0,0.0
15003,0,0.641
15004,0,0.0
15005,0,0.5648
15006,0,0.0583
15007,0,0.2389
15008,0,0.1012
15009,0,0.1123
15010,0,0.339
15011,0,0.6291
15012,0,0.175
15013,0,0.2744
15014,0,0.1648
15015,0,0.6527
15016,0,0.4136
15017,0,0.1795
15018,0,0.2666
15019,0,0.1777
15020,0,0.4843
15021,0,0.3149
15022,0,0.3713
15023,0,0.3293
15024,0,0.1143
15025,0,0.3143
15026,0,0.2552
15027,0,0.6794
15028,0,0.3062
15029,0,0.3303
15030,0,0.2831
15031,0,0.0507
15032,0,0.3391
15033,0,0.5305
15034,0,0.4216
15035,0,0.5561
15036,0,0.048
15037,0,0.2915
15038,0,0.6552
15039,0,0.1362
15040,0,0.5181
15041,0,0.0874
15042,0,0.2782
15043,0,0.1751
15044,0,0.3335
15045,0,0.2836
15046,0,0.1629
15047,0,0.2144
15048,0,0.3056
15049,0,0.0
15050,0,0.0
15051,0,0.5202
15052,0,0.3111
15053,0,0.5357
15054,0,0.0995
15055,0,0.2599
15056,0,0.0539
15057,0,0.1054
15058,0,0.2254
15059,0,0.2553
15060,0,0.1896
15061,0,0.0514
15062,0,0.2191
15063,0,0.1263
15064,0,0.1269
15065,0,0.1162
15066,0,0.5606
15067,0,0.0793
15068,0,0.4128
15069,0,0.2897
15070,0,0.3251
15071,0,0.4448
15072,0,0.3249
15073,0,0.8016
15074,0,0.2424
15075,0,0.2992
15076,0,0.3743
15077,0,0.5823
15078,0,0.4854
15079,0,0.093
15080,0,0.2769
15081,0,0.1858
15082,0,0.132
15083,0,0.2644
15084,0,0.2441
15085,0,0.3468
15086,0,0.3688
15087,0,0.3725
15088,0,0.7128
15089,0,0.2556
15090,0,0.146
15091,0,0.5344
15092,0,0.3015
15093,0,0.3544
15094,0,0.4498
15095,0,0.1859
15096,0,0.2581
15097,0,0.1289
15098,0,0.3556
15099,0,0.2992
15100,0,0.2874
15101,0,0.309
15102,0,0.3096
15103,0,0.2159
15104,0,0.4953
15105,0,0.3539
15106,0,0.1349
15107,0,0.4955
15108,0,0.2581
15109,0,0.1823
15110,0,0.2442
15111,0,0.2964
15112,0,0.6846
15113,0,0.1016
15114,0,0.368
15115,0,0.5336
15116,0,0.0
15117,0,0.429
15118,0,0.3265
15119,0,0.4173
15120,0,0.0677
15121,0,0.3337
15122,0,0.1476
15123,0,0.4148
15124,0,0.1988
15125,0,0.0163
15126,0,0.496
15127,0,0.3486
15128,0,0.0304
15129,0,0.1641
15130,0,0.143
15131,0,0.2693
15132,0,0.7887
15133,0,0.437
15134,0,0.333
15135,0,0.3928
15136,0,0.1497
15137,0,0.4043
15138,0,0.6237
15139,0,0.5182
15140,0,0.6108
15141,0,0.2708
15142,0,0.1112
15143,0,0.8183
15144,0,0.571
15145,0,0.249
15146,0,0.0509
15147,0,0.3166
15148,0,0.3356
15149,0,0.4449
15150,0,0.6842
15151,0,0.3846
15152,0,0.3589
15153,0,0.3356
15154,0,0.0
15155,0,0.0
15156,0,0.5964
15157,0,0.2931
15158,0,0.2408
15159,0,0.3842
15160,0,0.4389
15161,0,0.3512
15162,0,0.382
15163,0,0.0
15164,0,0.174
15165,0,0.1467
15166,0,0.1367
15167,0,0.3356
15168,0,0.9034
15169,0,0.1224
15170,0,0.0261
15171,0,0.3216
15172,0,0.5138
15173,0,0.5476
15174,0,0.5148
15175,0,0.3722
15176,0,0.2239
15177,0,0.097
15178,0,0.2328
15179,0,0.327
15180,0,0.7184
15181,0,0.3236
15182,0,0.236
15183,0,0.3006
15184,0,0.0703
15185,0,0.5274
15186,0,0.5825
15187,0,0.113
15188,0,0.0
15189,0,0.076
15190,0,0.2327
15191,0,0.3181
15192,0,0.47
15193,0,0.283
15194,0,0.0101
15195,0,0.7705
15196,0,0.2355
15197,0,0.3479
15198,0,0.2891
15199,0,0.7203
15200,0,0.2621
15201,0,0.1208
15202,0,0.0
15203,0,0.3507
15204,0,0.0414
15205,0,0.4931
15206,0,0.0838
15207,0,0.4127
15208,0,0.1728
15209,0,0.0302
15210,0,0.1002
15211,0,0.4951
15212,0,0.1031
15213,0,0.4484
15214,0,0.281
15215,0,0.0116
15216,0,0.0326
15217,0,0.7689
15218,0,0.1622
15219,0,0.0963
15220,0,0.012
15221,0,0.354
15222,0,0.4812
15223,0,0.5003
15224,0,0.3424
15225,0,0.2141
15226,0,0.0934
15227,0,0.1534
15228,0,0.3902
15229,0,0.4304
15230,0,0.2835
15231,0,0.4571
15232,0,0.2722
15233,0,0.6877
15234,0,0.3682
15235,0,0.5442
15236,0,0.1494
15237,0,0.4516
15238,0,0.1835
15239,0,0.3464
15240,0,0.0107
15241,0,0.3322
15242,0,0.1993
15243,0,0.3652
15244,0,0.0
15245,0,0.0765
15246,0,0.2072
15247,0,0.4342
15248,0,0.6107
15249,0,0.443
15250,0,0.1063
15251,0,0.2451
15252,0,0.4794
15253,0,0.0573
15254,0,0.4133
15255,0,0.1293
15256,0,0.4301
15257,0,0.316
15258,0,0.1123
15259,0,0.0334
15260,0,0.538
15261,0,0.4015
15262,0,0.4881
15263,0,0.6865
15264,0,0.0
15265,0,0.1435
15266,0,0.3021
15267,0,0.1453
15268,0,0.2979
15269,0,0.5221
15270,0,0.4604
15271,0,0.4699
15272,0,0.3015
15273,0,0.2683
15274,0,0.0
15275,0,0.1728
15276,0,0.4415
15277,0,0.1966
15278,0,0.3171
15279,0,0.6106
15280,0,0.3889
15281,0,0.0
15282,0,0.0384
15283,0,0.1784
15284,0,0.3902
15285,0,0.2925
15286,0,0.0703
15287,0,0.432
15288,0,0.3207
15289,0,0.1576
15290,0,0.4649
15291,0,0.4532
15292,0,0.5634
15293,0,0.1246
15294,0,0.22
15295,0,0.3396
15296,0,0.5586
15297,0,0.4264
15298,0,0.5265
15299,0,0.2231
15300,0,0.3012
15301,0,0.1904
15302,0,0.2153
15303,0,0.2638
15304,0,0.2908
15305,0,0.3969
15306,0,0.0931
15307,0,0.6963
15308,0,0.4094
15309,0,0.2641
15310,0,0.3833
15311,0,0.2782
15312,0,0.2677
15313,0,0.5425
15314,0,0.5869
15315,0,0.0132
15316,0,0.1494
15317,0,0.5169
15318,0,0.3916
15319,0,0.3604
15320,0,0.1927
15321,0,0.4807
15322,0,0.2442
15323,0,0.0705
15324,0,0.5256
15325,0,0.0837
15326,0,0.2184
15327,0,0.1621
15328,0,0.4855
15329,0,0.2207
15330,0,0.2806
15331,0,0.2053
15332,0,0.2782
15333,0,0.5424
15334,0,0.2927
15335,0,0.1173
15336,0,0.2608
15337,0,0.569
15338,0,0.0
15339,0,0.892
15340,0,0.5281
15341,0,0.05
15342,0,0.0
15343,0,0.0808
15344,0,0.0729
15345,0,0.4176
15346,0,0.1378
15347,0,0.0
15348,0,0.4912
15349,0,0.4681
15350,0,0.1472
15351,0,0.3764
15352,0,0.11
15353,0,0.008
15354,0,0.1427
15355,0,0.4346
15356,0,0.2924
15357,0,0.3128
15358,0,0.0415
15359,0,0.5063
15360,0,0.4684
15361,0,0.0051
15362,0,0.2778
15363,0,0.1662
15364,0,0.3828
15365,0,0.4338
15366,0,0.2644
15367,0,0.1242
15368,0,0.3152
15369,0,0.1449
15370,0,0.0773
15371,0,0.272
15372,0,0.6246
15373,0,0.3799
15374,0,0.6493
15375,0,0.202
15376,0,0.4984
15377,0,0.1947
15378,0,0.3014
15379,0,0.4043
15380,0,0.4635
15381,0,0.2191
15382,0,0.0148
15383,0,0.3637
15384,0,0.2618
15385,0,0.0081
15386,0,0.3483
15387,0,0.1952
15388,0,0.2685
15389,0,0.1894
15390,0,0.6578
15391,0,0.3132
15392,0,0.1393
15393,0,0.3224
15394,0,0.0687
15395,0,0.5042
15396,0,0.12
15397,0,0.5064
15398,0,0.4332
15399,0,0.2637
15400,0,0.0
15401,0,0.5922
15402,0,0.4148
15403,0,0.3791
15404,0,0.0
15405,0,0.0
15406,0,0.1971
15407,0,0.596
15408,0,0.6506
15409,0,0.2484
15410,0,0.0878
15411,0,0.2495
15412,0,0.4481
15413,0,0.4856
15414,0,0.0994
15415,0,0.6293
15416,0,0.0
15417,0,0.1943
15418,0,0.3925
15419,0,0.317
15420,0,0.5224
15421,0,0.3373
15422,0,0.1914
15423,0,0.8646
15424,0,0.0
15425,0,0.4255
15426,0,0.0
15427,0,0.1177
15428,0,0.3441
15429,0,0.0988
15430,0,0.4612
15431,0,0.2641
15432,0,0.2938
15433,0,0.0066
15434,0,0.1167
15435,0,0.2781
15436,0,0.0
15437,0,0.5205
15438,0,0.3982
15439,0,0.7916
15440,0,0.3932
15441,0,0.0212
15442,0,0.1068
15443,0,0.2153
15444,0,0.5185
15445,0,0.2242
15446,0,0.1067
15447,0,0.4672
15448,0,0.0682
15449,0,0.8956
15450,0,0.0394
15451,0,0.24
15452,0,0.2719
15453,0,0.3566
15454,0,0.2512
15455,0,0.2897
15456,0,0.0198
15457,0,0.2004
15458,0,0.3056
15459,0,0.3761
15460,0,0.4477
15461,0,0.1505
15462,0,0.2712
15463,0,0.8916
15464,0,0.4723
15465,0,0.8226
15466,0,0.1548
15467,0,0.0975
15468,0,0.1159
15469,0,0.2572
15470,0,0.4835
15471,0,0.6592
15472,0,0.3619
15473,0,0.0774
15474,0,0.0
15475,0,0.3241
15476,0,0.4015
15477,0,0.1266
15478,0,0.3346
15479,0,0.3979
15480,0,0.5341
15481,0,0.0782
15482,0,0.4308
15483,0,0.3256
15484,0,0.2923
15485,0,0.0
15486,0,0.2818
15487,0,0.4737
15488,0,0.5021
15489,0,0.0
15490,0,0.389
15491,0,0.2636
15492,0,0.3908
15493,0,0.2576
15494,0,0.3888
15495,0,0.0093
15496,0,0.2746
15497,0,0.7839
15498,0,0.0
15499,0,0.5067
15500,0,0.3715
15501,0,0.3076
15502,0,0.3504
15503,0,0.5528
15504,0,0.4721
15505,0,1.0
